,Year,Wheat yield
3833,2016,1.2932
3834,2017,1.4836999
3835,2018,1.5044999
3836,2019,2.3925
3837,2020,2.2375
3838,2021,1.9217999
3839,1992,1.3324
3840,1993,0.91779995
3841,1994,0.74899995
3842,1995,0.5748
3843,1996,0.6835
3844,1997,0.84489995
3845,1998,0.52
3846,1999,1.2868
3847,2000,0.90279996
3848,2001,1.1803
3849,2002,1.0895
3850,2003,1.025
3851,2004,0.84319997
3852,2005,0.94799995
3853,2006,1.1348
3854,2007,1.2982999
3855,2008,0.9715
3856,2009,1.1941
3857,2010,0.73359996
3858,2011,1.6609
3859,2012,0.79289997
3860,2013,1.0762
3861,2014,1.0900999
3862,2015,1.1882
3863,2016,1.2111
3864,2017,1.2427
3865,2018,1.2281
3866,2019,1.0137
3867,2020,1.1825
3868,2021,0.9288
3869,1961,1.0907
3870,1962,0.9212
3871,1963,1.1197
3872,1964,1.1973
3873,1965,1.5131999
3874,1966,1.1833999
3875,1967,1.3413999
3876,1968,1.6251
3877,1969,1.7282
3878,1970,1.6132
3879,1971,1.6947
3880,1972,1.4448999
3881,1973,1.3628
3882,1974,1.6413
3883,1975,1.5198
3884,1976,1.6731
3885,1977,1.4847
3886,1978,1.4715999
3887,1979,1.7715
3888,1980,2.1567
3889,1981,2.1461
3890,1982,2.0832999
3891,1983,2.1083
3892,1984,1.377
3893,1985,1.89
3894,1986,1.8665999
3895,1987,1.4824
3896,1988,1.633
3897,1989,1.5839
3898,1990,1.6551
3899,1991,1.8484
3900,1992,1.9359
3901,1993,1.3794999
3902,1994,2.2164
3903,1995,2.1064
3904,1996,2.0112
3905,1997,1.6132
3906,1998,1.8951
3907,1999,1.6534
3908,2000,1.5491999
3909,2001,1.989
3910,2002,2.1217
3911,2003,2.5054998
3912,2004,2.4826999
3913,2005,2.3130999
3914,2006,2.1875
3915,2007,3.0939999
3916,2008,2.5844998
3917,2009,1.6665
3918,2010,3.1991
3919,2011,2.0414999
3920,2012,2.972
3921,2013,2.7602
3922,2014,1.5548999
3923,2015,1.9841
3924,2016,1.4022
3925,2017,1.2580999
3926,2018,2.5279999
3927,2019,2.6287
3928,2020,3.0605998
3929,2021,1.8296
3930,1985,0.25
3931,1986,0.3333
3932,1987,0.42859998
3933,1988,2.875
3934,1989,3.1599998
3935,1990,3.125
3936,1991,3.0
3937,1992,3.0
3938,1993,3.1304
3939,1994,3.0714
3940,1995,3.3636
3941,1996,3.5
3942,1997,3.1489
3943,1998,2.3811998
3944,1999,2.3925
3945,2000,2.3855999
3946,2001,2.3906
3947,2002,2.3913999
3948,2003,2.3897
3949,2004,2.375
3950,2005,4.8019
3951,2006,4.7222
3952,2007,2.3899999
3953,2008,2.3411999
3954,2009,2.3332999
3955,2010,2.3478
3956,2011,4.1333
3957,2012,4.1429
3958,2013,4.1110997
3959,2014,4.3076997
3960,2015,3.75
3961,2016,3.0
3962,2017,3.1429
3963,2018,3.0
3964,2019,10.3636
3965,2020,7.1580997
3966,2021,4.8348
3967,1992,2.7335
3968,1993,2.4555
3969,1994,1.8264999
3970,1995,1.7175
3971,1996,2.1353
3972,1997,2.3174
3973,1998,2.3578
3974,1999,2.2977
3975,2000,2.342
3976,2001,2.4882998
3977,2002,2.3016999
3978,2003,2.3648999
3979,2004,2.4343998
3980,2005,2.241
3981,2006,2.0684
3982,2007,1.9985
3983,2008,1.9402
3984,2009,2.6285
3985,2010,2.1674
3986,2011,2.1445
3987,2012,1.6751
3988,2013,2.3653998
3989,2014,1.6893
3990,2015,2.3701
3991,2016,2.4461
3992,2017,2.4053
3993,2018,2.4268
3994,2019,2.5093
3995,2020,2.5465
3996,2021,1.4531
3997,1961,0.9489
3998,1962,0.95739996
3999,1963,0.8364
4000,1964,0.93969995
4001,1965,0.95379996
4002,1966,0.8524
4003,1967,1.0759
4004,1968,1.0479
4005,1969,1.05
4006,1970,0.94259995
4007,1971,0.8534
4008,1972,0.82449996
4009,1973,1.1646
4010,1974,1.1631
4011,1975,1.2077
4012,1976,1.2179999
4013,1977,1.1256
4014,1978,1.1583999
4015,1979,1.1538
4016,1980,1.1883999
4017,1981,1.1913999
4018,1982,1.2422
4019,1983,1.3097
4020,1984,1.2202
4021,1985,1.2981
4022,1986,1.3082
4023,1987,1.3419
4024,1988,1.3294
4025,1989,1.2918999
4026,1990,1.2524999
4027,1991,1.1909
4028,1992,1.3872
4029,1993,1.133
4030,1994,0.9887
4031,1995,0.95699996
4032,1996,1.0231
4033,1997,1.2278
4034,1998,1.1228
4035,1999,1.5173999
4036,2000,1.2565
4037,2001,1.5014
4038,2002,1.5898
4039,2003,1.551
4040,2004,1.4494
4041,2005,1.6006
4042,2006,1.6457
4043,2007,1.6954
4044,2008,1.4671999
4045,2009,1.7075
4046,2010,1.4469999
4047,2011,1.9379
4048,2012,1.5309
4049,2013,1.7281
4050,2014,1.7536999
4051,2015,1.8563999
4052,2016,1.8571
4053,2017,1.833
4054,2018,1.8621999
4055,2019,1.8513
4056,2020,1.8886
4057,2021,1.7277
4058,1992,2.5848
4059,1993,2.0005999
4060,1994,2.1078
4061,1995,2.2235
4062,1996,2.3961
4063,1997,2.5909
4064,1998,2.5533
4065,1999,2.4103
4066,2000,2.7034
4067,2001,2.708
4068,2002,3.3844
4069,2003,2.7914
4070,2004,2.9422998
4071,2005,3.6099
4072,2006,2.7814999
4073,2007,3.5944
4074,2008,3.8565998
4075,2009,3.6276
4076,2010,3.2849
4077,2011,3.0613
4078,2012,4.3694997
4079,2013,3.8857
4080,2014,3.7473998
4081,2015,5.0304
4082,2016,4.3045
4083,2017,4.7869
4084,2018,3.4313998
4085,2019,4.8122997
4086,2020,5.3384
4087,2021,4.4811
4088,1961,0.9352
4089,1962,0.9076
4090,1963,0.8153
4091,1964,0.89129996
4092,1965,0.9015
4093,1966,0.8441
4094,1967,0.983
4095,1968,0.99859995
4096,1969,1.0192
4097,1970,0.899
4098,1971,0.8196
4099,1972,0.8321
4100,1973,1.074
4101,1974,1.0984
4102,1975,1.1193
4103,1976,1.1686
4104,1977,1.1371
4105,1978,1.1725999
4106,1979,1.1777999
4107,1980,1.2745
4108,1981,1.3026999
4109,1982,1.2715
4110,1983,1.385
4111,1984,1.3622
4112,1985,1.3643
4113,1986,1.2876999
4114,1987,1.3726
4115,1988,1.2958
4116,1989,1.3172
4117,1990,1.2796
4118,1991,1.2824999
4119,1992,1.3706
4120,1993,1.2907
4121,1994,1.2412
4122,1995,1.3418
4123,1996,1.3636999
4124,1997,1.4793999
4125,1998,1.5412999
4126,1999,1.4413999
4127,2000,1.2689999
4128,2001,1.4182999
4129,2002,1.6771
4130,2003,1.6369
4131,2004,1.5692999
4132,2005,1.7967
4133,2006,1.6000999
4134,2007,1.8507999
4135,2008,1.6014
4136,2009,1.8808999
4137,2010,1.9498999
4138,2011,1.8680999
4139,2012,2.1199
4140,2013,2.2296
4141,2014,2.2935
4142,2015,2.5228999
4143,2016,2.3062
4144,2017,2.4249
4145,2018,2.5251
4146,2019,2.5235999
4147,2020,2.4661999
4148,2021,2.4908
4149,1961,0.9956
4150,1962,1.0963
4151,1963,1.0909
4152,1964,0.84999996
4153,1965,0.71989995
4154,1966,1.0281
4155,1967,1.0175999
4156,1968,0.7005
4157,1969,0.76299995
4158,1970,0.90419996
4159,1971,0.8484
4160,1972,1.2609999
4161,1973,1.1
4162,1974,1.4528999
4163,1975,1.25
4164,1976,1.0811
4165,1977,1.1111
4166,1978,1.0
4167,1979,0.8889
4168,1980,1.3333
4169,1981,1.2940999
4170,1982,1.2778
4171,1983,1.1111
4172,1984,1.1999999
4173,1985,1.3234999
4174,1986,1.5
4175,1987,1.9499999
4176,1988,2.0002
4177,1989,2.1499999
4178,1990,1.9704
4179,1991,2.2299
4180,1992,2.2807
4181,1993,2.2917
4182,1994,2.2244
4183,1995,2.4765
4184,1996,2.4726
4185,1997,1.6263
4186,1998,2.0667
4187,1999,1.8814
4188,2000,2.7024999
4189,2001,3.1994998
4190,2002,2.7356
4191,2003,2.5389
4192,2004,2.9343998
4193,2005,2.9029999
4194,2006,2.8997998
4195,2007,2.2008
4196,2008,2.8797998
4197,2009,2.799
4198,2010,2.7814999
4199,2011,2.9682999
4200,2012,3.1245
4201,2013,3.2566998
4202,2014,3.8042998
4203,2015,3.475
4204,2016,3.149
4205,2017,3.0156
4206,2018,3.25
4207,2019,3.4146
4208,2020,2.439
4209,2021,2.2222
4210,1961,0.8648
4211,1962,0.78569996
4212,1963,0.78569996
4213,1964,0.7714
4214,1965,0.7163
4215,1966,0.8146
4216,1967,0.68119997
4217,1968,0.65029997
4218,1969,0.6271
4219,1970,0.6561
4220,1971,0.60929996
4221,1972,0.22559999
4222,1973,0.48
4223,1974,0.7442
4224,1975,0.8225
4225,1976,0.79899997
4226,1977,1.4728
4227,1978,1.359
4228,1979,0.9525
4229,1980,0.9738
4230,1981,0.85249996
4231,1982,0.6053
4232,1983,0.5106
4233,1984,0.5803
4234,1985,0.5082
4235,1986,0.5786
4236,1987,0.6719
4237,1988,0.6433
4238,1989,0.68039995
4239,1990,0.8118
4240,1991,0.1959
4241,1992,0.858
4242,1993,0.733
4243,1994,0.4199
4244,1995,0.6166
4245,1996,1.4108
4246,1997,1.6291
4247,1998,1.481
4248,1999,0.7388
4249,2000,0.6547
4250,2001,2.0514998
4251,2002,0.7172
4252,2003,0.5879
4253,2004,0.6401
4254,2005,0.7234
4255,2006,0.2685
4256,2007,0.43159997
4257,2008,0.24149999
4258,2009,0.3473
4259,2010,1.4692999
4260,2011,0.99649996
4261,2012,0.8641
4262,2013,1.2344999
4263,2014,0.9104
4264,2015,0.8499
4265,2016,0.5937
4266,2017,1.2933999
4267,2018,0.93909997
4268,2019,0.62479997
4269,2020,0.69699997
4270,2021,0.81509995
4271,1961,0.2829
4272,1962,0.21
4273,1963,0.22729999
4274,1964,0.1867
4275,1965,0.3163
4276,1966,0.29639998
4277,1967,0.271
4278,1968,0.2285
4279,1969,0.2913
4280,1970,0.1735
4281,1971,0.33139998
4282,1972,0.37899998
4283,1973,0.452
4284,1974,0.2915
4285,1975,0.37469998
4286,1976,0.4488
4287,1977,0.2384
4288,1978,0.373
4289,1979,0.41669998
4290,1980,0.5165
4291,1981,0.5707
4292,1982,0.7769
4293,1983,0.84569997
4294,1984,0.7145
4295,1985,0.745
4296,1986,0.86359996
4297,1987,0.8982
4298,1988,0.8339
4299,1989,0.80969995
4300,1990,1.2317
4301,1991,1.2380999
4302,1992,1.0202
4303,1993,0.84
4304,1994,0.77419996
4305,1995,0.7313
4306,1996,0.7294
4307,1997,1.009
4308,1998,0.875
4309,1999,0.7879
4310,2000,0.7784
4311,2001,0.75689995
4312,2002,0.7823
4313,2003,0.7622
4314,2004,0.7685
4315,2005,0.7576
4316,2006,0.7879
4317,2007,0.7879
4318,2008,0.7879
4319,2009,0.7895
4320,2010,0.7772
4321,2011,0.773
4322,2012,0.7856
4323,2013,0.78499997
4324,2014,0.7725
4325,2015,0.7662
4326,2016,0.75869995
4327,2017,0.75299996
4328,2018,0.7622
4329,2019,0.7716
4330,2020,0.77089995
4331,2021,0.7703
4332,1992,2.9411
4333,1993,2.3718
4334,1994,2.0348
4335,1995,2.4455
4336,1996,2.6926
4337,1997,3.0016
4338,1998,2.8671
4339,1999,2.6097999
4340,2000,3.3413
4341,2001,3.0558999
4342,2002,3.6334999
4343,2003,3.5783
4344,2004,4.0276
4345,2005,3.7331998
4346,2006,2.3553998
4347,2007,3.9218998
4348,2008,4.2689
4349,2009,4.2004
4350,2010,3.3044999
4351,2011,3.3918998
4352,2012,4.7829
4353,2013,4.3022
4354,2014,4.5629997
4355,2015,5.2384
4356,2016,4.3661
4357,2017,4.8247
4358,2018,3.6731
4359,2019,4.2911997
4360,2020,5.3931
4361,2021,4.5000997
4362,1961,0.84559995
4363,1962,0.8968
4364,1963,0.79499996
4365,1964,0.7647
4366,1965,0.90919995
4367,1966,0.824
4368,1967,0.9091
4369,1968,1.0662
4370,1969,1.1245999
4371,1970,1.1099
4372,1971,1.1899999
4373,1972,1.2744
4374,1973,1.1912999
4375,1974,1.1582
4376,1975,1.2765
4377,1976,1.3629999
4378,1977,1.3216
4379,1978,1.4173
4380,1979,1.4886999
4381,1980,1.4261999
4382,1981,1.5913999
4383,1982,1.6186999
4384,1983,1.7369
4385,1984,1.7486999
4386,1985,1.7840999
4387,1986,1.9366
4388,1987,1.8201
4389,1988,1.9028
4390,1989,2.0649
4391,1990,1.9846
4392,1991,2.1181
4393,1992,2.2258
4394,1993,2.1685
4395,1994,2.1852
4396,1995,2.359
4397,1996,2.2872
4398,1997,2.4191
4399,1998,2.3409998
4400,1999,2.3787
4401,2000,2.503
4402,2001,2.533
4403,2002,2.656
4404,2003,2.5061
4405,2004,2.5816998
4406,2005,2.527
4407,2006,2.521
4408,2007,2.6213999
4409,2008,2.6197
4410,2009,2.7888
4411,2010,2.7317998
4412,2011,2.8501
4413,2012,3.0158
4414,2013,3.0296
4415,2014,3.0026
4416,2015,2.7747998
4417,2016,2.9359999
4418,2017,3.07
4419,2018,3.2036998
4420,2019,3.3614
4421,2020,3.2745
4422,2021,3.2712
4423,1961,0.82038784
4424,1962,0.91229653
4425,1963,0.7860133
4426,1964,0.8384395
4427,1965,0.8811668
4428,1966,0.7952758
4429,1967,0.95105916
4430,1968,0.928638
4431,1969,0.9689851
4432,1970,0.76874894
4433,1971,0.7837954
4434,1972,0.95373785
4435,1973,0.8770666
4436,1974,1.0930645
4437,1975,1.0654517
4438,1976,1.1580899
4439,1977,1.0233252
4440,1978,1.1180192
4441,1979,1.0687447
4442,1980,1.3074583
4443,1981,1.3428032
4444,1982,1.2039126
4445,1983,1.2641177
4446,1984,1.1199459
4447,1985,1.2378513
4448,1986,1.3392242
4449,1987,1.3070099
4450,1988,1.4021827
4451,1989,1.0842863
4452,1990,1.3116975
4453,1991,1.3364937
4454,1992,1.5922118
4455,1993,1.6321025
4456,1994,1.5083622
4457,1995,1.6600863
4458,1996,1.6202238
4459,1997,1.4621774
4460,1998,1.7316102
4461,1999,1.362605
4462,2000,1.2382859
4463,2001,1.7167019
4464,2002,1.9887017
4465,2003,1.8765552
4466,2004,1.780315
4467,2005,1.9679092
4468,2006,1.8937246
4469,2007,1.9809333
4470,2008,1.440889
4471,2009,2.0382314
4472,2010,1.8896027
4473,2011,1.9370664
4474,2012,2.0749574
4475,2013,2.1829176
4476,2014,2.058379
4477,2015,2.4368904
4478,2016,2.0764534
4479,2017,2.1528537
4480,2018,2.1435475
4481,2019,2.3873494
4482,2020,2.2740996
4483,2021,2.0480964
4484,1961,0.8083661
4485,1962,0.8988102
4486,1963,0.8386538
4487,1964,0.78730714
4488,1965,0.8870207
4489,1966,0.809929
4490,1967,0.8572751
4491,1968,1.0437044
4492,1969,1.0329037
4493,1970,1.0879828
4494,1971,1.1391506
4495,1972,1.2060636
4496,1973,1.1436095
4497,1974,1.0978093
4498,1975,1.2362883
4499,1976,1.31197
4500,1977,1.2622262
4501,1978,1.3339912
4502,1979,1.4176813
4503,1980,1.3527678
4504,1981,1.4471116
4505,1982,1.5291123
4506,1983,1.5916731
4507,1984,1.5954059
4508,1985,1.652523
4509,1986,1.8254027
4510,1987,1.6682199
4511,1988,1.7824943
4512,1989,1.8987727
4513,1990,1.871741
4514,1991,2.0219703
4515,1992,2.1710513
4516,1993,2.2027285
4517,1994,2.1798851
4518,1995,2.288593
4519,1996,2.1982923
4520,1997,2.3478775
4521,1998,2.2881305
4522,1999,2.3149087
4523,2000,2.3979864
4524,2001,2.5036023
4525,2002,2.5745776
4526,2003,2.5132477
4527,2004,2.601571
4528,2005,2.529504
4529,2006,2.547686
4530,2007,2.549487
4531,2008,2.695583
4532,2009,2.7671945
4533,2010,2.644875
4534,2011,2.8086925
4535,2012,2.7922413
4536,2013,2.929441
4537,2014,2.9900045
4538,2015,2.848478
4539,2016,2.9990368
4540,2017,3.048169
4541,2018,3.1285443
4542,2019,3.185401
4543,2020,3.077964
4544,2021,3.2828581
4545,2000,5.5769
4546,2001,5.4983997
4547,2002,5.9669
4548,2003,6.1363997
4549,2004,6.8241
4550,2005,6.0153
4551,2006,5.9694
4552,2007,5.599
4553,2008,6.6617
4554,2009,6.5677
4555,2010,5.9586
4556,2011,5.529
4557,2012,5.8665
4558,2013,6.3676
4559,2014,6.1541
4560,2015,6.2825
4561,2016,5.0744
4562,2017,5.4834
4563,2018,6.1888
4564,2019,6.1572
4565,2020,6.0687
4566,2021,5.9161
4567,1976,1.4943
4568,1977,1.4907
4569,1978,1.6154
4570,1979,1.7926999
4571,1980,1.615
4572,1981,1.6484
4573,1982,1.5
4574,1983,1.5
4575,1984,1.5
4576,1985,1.5
4577,1986,1.5425
4578,1987,1.7831
4579,1988,1.6667
4580,1989,1.6667
4581,1990,2.0
4582,1991,2.25
4583,1992,2.5
4584,1993,2.6667
4585,1994,2.0
4586,1995,2.0
4587,1996,2.0
4588,1997,2.5
4589,1998,2.5
4590,1999,2.3672
4591,2000,2.3574
4592,2001,2.381
4593,2002,2.3521
4594,2003,2.3479
4595,2004,2.3449
4596,2005,2.3394
4597,2006,2.3256
4598,2007,2.4443998
4599,2008,2.381
4600,2009,2.3813999
4601,2010,2.3923
4602,2011,2.3889
4603,2012,2.3955
4604,2013,2.4022
4605,2014,2.3955
4606,2015,2.3939
4607,2016,2.3957999
4608,2017,2.3994
4609,2018,2.4013
4610,2019,2.3987
4611,2020,2.4016
4612,2021,2.4043999
4613,1961,1.5
4614,1962,1.5
4615,1963,1.6182
4616,1964,1.5
4617,1965,2.0
4618,1966,2.0367
4619,1967,2.5467
4620,1968,2.1
4621,1969,2.2166998
4622,1970,2.5914
4623,1971,2.2166998
4624,1972,2.1375
4625,1973,2.0167
4626,1974,2.0923
4627,1975,2.1167
4628,1976,2.0886
4629,1977,2.0349998
4630,1978,2.5
4631,1979,1.25
4632,1980,1.25
4633,1981,0.95559996
4634,1982,1.0
4635,1983,0.3329
4636,1984,0.8303
4637,1985,0.6989
4638,1986,0.8506
4639,1987,0.66099995
4640,1988,0.7208
4641,1989,0.6698
4642,1990,0.77349997
4643,1991,0.587
4644,1992,0.42389998
4645,1993,0.6306
4646,1994,0.2244
4647,1995,0.68649995
4648,1996,0.8619
4649,1997,0.58959997
4650,1998,0.7418
4651,1999,0.7877
4652,2000,0.79679996
4653,2001,0.8989
4654,2002,0.5588
4655,2003,0.751
4656,2004,0.75369996
4657,2005,0.8707
4658,2006,1.2070999
4659,2007,2.2968
4660,2008,1.6133
4661,2009,1.5006
4662,2010,1.5123
4663,2011,1.5214
4664,2012,1.5103999
4665,2013,1.4058
4666,2014,1.2262
4667,2015,1.2789999
4668,2016,1.1115999
4669,2017,1.2272999
4670,2018,1.2314
4671,2019,0.7905
4672,2020,1.265
4673,2021,1.0
4674,1961,1.5
4675,1962,1.4
4676,1963,1.3043
4677,1964,1.1111
4678,1965,1.1111
4679,1966,1.3333
4680,1967,1.3333
4681,1968,1.3333
4682,1969,1.3333
4683,1970,1.3333
4684,1971,1.3333
4685,1972,1.3333
4686,1973,1.3333
4687,1974,1.3333
4688,1975,1.3333
4689,1976,1.3333
4690,1977,1.3333
4691,1978,1.3333
4692,1979,1.3333
4693,1980,1.3333
4694,1981,1.3333
4695,1982,1.0
4696,1983,1.0
4697,1984,1.0
4698,1985,1.8095
4699,1986,0.6762
4700,1987,1.237
4701,1988,1.5108
4702,1989,1.3053
4703,1990,1.1991
4704,1991,2.0
4705,1992,1.3987
4706,1993,3.0909
4707,1994,1.6278
4708,1995,2.1039999
4709,1996,1.9657999
4710,1997,1.2752
4711,1998,2.4924998
4712,1999,2.1696
4713,2000,2.3515
4714,2001,2.5237
4715,2002,2.5686998
4716,2003,2.4489
4717,2004,2.5296
4718,2005,2.2001
4719,2006,2.4025
4720,2007,2.5029
4721,2008,2.4408998
4722,2009,2.9665
4723,2010,2.5542998
4724,2011,3.4378
4725,2012,4.0285
4726,2013,3.9754
4727,2014,4.442
4728,2015,3.9401
4729,2016,8.9272995
4730,2017,6.2310996
4731,2018,3.5419
4732,2019,1.9301
4733,2020,5.3034
4734,2021,3.0
4735,1961,1.3745999
4736,1962,1.3745999
4737,1963,1.6005
4738,1964,1.4789
4739,1965,1.6014999
4740,1966,1.5029
4741,1967,1.4322
4742,1968,1.0059999
4743,1969,1.3801
4744,1970,1.4858999
4745,1971,2.1088
4746,1972,2.2893
4747,1973,2.3004
4748,1974,1.8388
4749,1975,2.2026
4750,1976,2.7782
4751,1977,3.4436998
4752,1978,2.8062
4753,1979,2.7261999
4754,1980,3.4872
4755,1981,3.9104
4756,1982,4.3315
4757,1983,3.9701998
4758,1984,3.6495998
4759,1985,3.7707
4760,1986,3.8462
4761,1987,3.6922998
4762,1988,3.6153998
4763,1989,3.75
4764,1990,3.8341
4765,1991,3.6429
4766,1992,3.4375
4767,1993,2.8999999
4768,1994,2.7273
4769,1995,2.625
4770,1996,3.8181999
4771,1997,4.1073
4772,1998,3.9160998
4773,1999,3.9575999
4774,2000,4.0134
4775,2001,4.0
4776,2002,5.0
4777,2003,4.0
4778,2004,4.1047997
4779,2005,4.1579
4780,2006,4.0385
4781,2007,4.2857
4782,2008,4.8333
4783,2009,4.9286
4784,2010,4.8011
4785,2011,4.7686996
4786,2012,4.7439
4787,2013,4.778
4788,2014,4.8777
4789,2015,4.992
4790,2016,4.9825997
4791,2017,5.0311
4792,1961,0.22219999
4793,1962,0.22219999
4794,1963,0.2111
4795,1964,0.19999999
4796,1965,0.22219999
4797,1966,0.60609996
4798,1967,0.6053
4799,1968,0.6053
4800,1969,0.63159996
4801,1970,0.63159996
4802,1971,0.64519995
4803,1972,0.5556
4804,1973,0.5
4805,1974,0.5
4806,1975,0.48389998
4807,1976,0.5952
4808,1977,0.75
4809,1978,0.5294
4810,1979,0.5
4811,1980,0.525
4812,1981,0.6667
4813,1982,0.6889
4814,1983,0.6957
4815,1984,1.0
4816,1985,1.0
4817,1986,1.0
4818,1987,1.0196
4819,1988,1.0352
4820,1989,1.0547
4821,1990,1.0769
4822,1991,1.1999999
4823,1992,1.234
4824,1993,1.0
4825,1994,1.2169
4826,1995,1.2893
4827,1996,1.3188
4828,1997,1.0
4829,1998,1.4165
4830,1999,1.5087999
4831,2000,1.5464
4832,2001,1.6005
4833,2002,1.6731
4834,2003,1.6667
4835,2004,2.4905999
4836,2005,2.0
4837,2006,2.1025999
4838,2007,2.0
4839,2008,2.0
4840,2009,1.9779999
4841,2010,2.082
4842,2011,1.6018
4843,2012,2.1278
4844,2013,2.1172
4845,2014,2.0203
4846,2015,2.0142999
4847,2016,2.1504
4848,2017,2.1288
4849,2018,2.1403
4850,2019,2.1066
4851,2020,2.1158
4852,2021,2.125
4853,1961,2.5
4854,1962,2.5
4855,1963,2.5
4856,1964,2.5
4857,1965,2.5
4858,1966,2.5
4859,1967,3.0
4860,1968,2.6875
4861,1969,2.8999999
4862,1970,2.8571
4863,1971,1.3333
4864,1972,2.5
4865,1973,3.35
4866,1974,3.25
4867,1975,3.0
4868,1976,2.0
4869,1977,2.0
4870,1978,2.2222
4871,1979,1.2069
4872,1980,1.0638
4873,1981,1.3978
4874,1982,1.6245999
4875,1983,0.8247
4876,1984,0.7327
4877,1985,1.8349999
4878,1986,1.8391999
4879,1987,1.5
4880,1988,1.3199999
4881,1989,1.13
4882,1990,0.7317
4883,1991,1.3812
4884,1992,2.0273
4885,1993,1.8519
4886,1994,1.9570999
4887,1995,1.9399999
4888,1996,1.8729999
4889,1997,1.8888999
4890,1998,1.9749999
4891,1999,1.75
4892,2001,1.8499999
4893,2003,1.9
4894,2004,1.8944999
4895,2005,1.8931999
4896,2012,1.915
4897,2013,1.9194
4898,2015,0.7022
4899,2016,0.6543
4900,2017,0.6017
4901,2018,0.6432
4902,2019,0.4522
4903,2020,0.76989996
4904,2021,0.4522
4905,1961,1.6758
4906,1962,1.9461999
4907,1963,2.0788
4908,1964,2.6922
4909,1965,2.5054998
4910,1966,2.2542
4911,1967,2.7266998
4912,1968,2.6317
4913,1969,2.7649
4914,1970,3.0202
4915,1971,2.981
4916,1972,2.6345
4917,1973,3.2645998
4918,1974,3.6021998
4919,1975,3.5956
4920,1976,3.7615
4921,1977,3.4643998
4922,1978,3.6662998
4923,1979,3.9138
4924,1980,3.8476
4925,1981,3.7141
4926,1982,4.3563
4927,1983,4.041
4928,1984,4.3577
4929,1985,4.2843
4930,1986,3.9671
4931,1987,4.4686
4932,1988,4.0154
4933,1989,3.8235
4934,1990,4.2142997
4935,1991,4.1272
4936,1992,3.9529998
4937,1993,4.0821
4938,1994,4.3034
4939,1995,3.7319999
4940,1996,4.1706
4941,1997,4.7346997
4942,1998,4.2077
4943,1999,4.631
4944,2000,4.9354997
4945,2001,4.7661
4946,2002,5.0999
4947,2003,4.4912
4948,2004,4.4871
4949,2005,4.7517
4950,2006,5.2274
4951,2007,5.0824
4952,2008,5.0134
4953,2009,4.9688
4954,2010,5.4185
4955,2011,5.4778
4956,2012,5.6568
4957,2013,5.2934
4958,2014,5.1935
4959,2015,4.5256
4960,2016,5.3388
4961,2017,5.2967
4962,2018,5.4372997
4963,2019,5.5308
4964,2020,5.3212
4965,2021,5.9944
4966,1961,1.0570999
4967,1962,1.1027
4968,1963,1.1225
4969,1964,0.99649996
4970,1965,1.1546
4971,1966,1.171
4972,1967,1.3995
4973,1968,1.2789
4974,1969,1.1033
4975,1970,0.90129995
4976,1971,0.9568
4977,1972,1.157
4978,1973,1.0633
4979,1974,1.3521999
4980,1975,1.0859
4981,1976,1.03
4982,1977,0.7618
4983,1978,0.71529996
4984,1979,0.74729997
4985,1980,0.8003
4986,1981,0.8269
4987,1982,0.8229
4988,1983,0.7664
4989,1984,0.6162
4990,1985,0.7881
4991,1986,1.0389999
4992,1987,0.9129
4993,1988,0.92499995
4994,1989,0.9185
4995,1990,0.97179997
4996,1991,0.9916
4997,1992,1.1962999
4998,1993,1.2384
4999,1994,1.3138
5000,1995,1.2155
5001,1996,1.4010999
5002,1997,1.5173
5003,1998,1.5144999
5004,1999,1.3962
5005,2000,1.392
5006,2001,1.3989999
5007,2002,1.4699999
5008,2003,1.2959
5009,2004,1.2738
5010,2005,1.2709
5011,2006,1.1601
5012,2007,1.38
5013,2008,1.3613
5014,2009,1.3341
5015,2010,1.2858
5016,2011,1.0598999
5017,2012,1.5498999
5018,2013,1.2739999
5019,2014,1.1513
5020,2015,1.2379999
5021,2016,1.2346
5022,2017,1.209
5023,2018,1.2208999
5024,2019,1.1765
5025,2020,1.1214
5026,2021,1.1229
5027,1992,3.2868
5028,1993,4.026
5029,1994,2.1929998
5030,1995,3.2426999
5031,1996,2.0592
5032,1997,3.2793999
5033,1998,2.6713998
5034,1999,2.3423
5035,2000,1.9512
5036,2001,2.7133
5037,2002,2.5068
5038,2003,2.5261
5039,2004,2.7386
5040,2005,2.5988998
5041,2006,2.3195999
5042,2007,1.2925
5043,2008,3.1244
5044,2009,2.0988
5045,2010,2.2872
5046,2011,2.6376
5047,2012,1.576
5048,2013,2.7551
5049,2014,3.1667
5050,2015,2.6729
5051,2016,3.4868999
5052,2017,3.7308998
5053,2018,3.1251
5054,2019,3.2596
5055,2020,1.897
5056,2021,4.5793
5057,1961,0.3685
5058,1962,0.90129995
5059,1963,0.8362
5060,1964,0.94159997
5061,1965,0.8039
5062,1966,0.66179997
5063,1967,0.8401
5064,1968,0.5434
5065,1969,0.3285
5066,1970,0.719
5067,1971,0.95019996
5068,1972,0.54039997
5069,1973,1.1062
5070,1974,0.8203
5071,1975,1.1573
5072,1976,0.8642
5073,1977,0.90599996
5074,1978,0.6723
5075,1979,0.5674
5076,1980,0.5632
5077,1981,0.7213
5078,1982,1.0210999
5079,1983,1.4578999
5080,1984,0.9992
